Execution ID,Run Timestamp,Execution Status,Feeds Generated,Total RSS Items,After Geography Filter,After Dedup,Net New Pipeline Records,Pipeline Records Created,Run Duration Seconds,Error Details,Per Feed Items,Per Feed After Geo,Profile Snapshot,Notes
,,,,,,,,,,,,,,
